name,github_url
김준영,https://github.com/junyeong0619
김연신,https://github.com/YeonShin
구현우,https://github.com/guhyunwoo
박동현,https://github.com/pdh0128
채윤희,https://github.com/kir-rin
변승은,https://github.com/gyowoo1113
